review_id,order_id,customer_id,restaurant_id,review_rating,review_text,sentiment,review_length,review_text_lower,review_text_no_punctuation,tokens,tokens_no_stopwords,lemmatized_tokens,clean_text
REV_005367,ORD_005470,CUST_00113,REST_0058,4,The food was prepared really well. The order arrived without any issues.,Positive,72,the food was prepared really well. the order arrived without any issues.,the food was prepared really well the order arrived without any issues,"['the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['food', 'prepared', 'really', 'well', 'order', 'arrived', 'without', 'issues']","['food', 'prepared', 'really', 'well', 'order', 'arrived', 'without', 'issue']",food prepared really well order arrived without issue
REV_005368,ORD_002118,CUST_01076,REST_0127,4,Loved the overall experience. Everything tasted great. Delivery was quick.,Positive,74,loved the overall experience. everything tasted great. delivery was quick.,loved the overall experience everything tasted great delivery was quick,"['loved', 'the', 'overall', 'experience', 'everything', 'tasted', 'great', 'delivery', 'was', 'quick']","['loved', 'overall', 'experience', 'everything', 'tasted', 'great', 'delivery', 'quick']","['loved', 'overall', 'experience', 'everything', 'tasted', 'great', 'delivery', 'quick']",loved overall experience everything tasted great delivery quick
REV_005369,ORD_000511,CUST_00025,REST_0172,4,Very happy with the order.,Positive,26,very happy with the order.,very happy with the order,"['very', 'happy', 'with', 'the', 'order']","['happy', 'order']","['happy', 'order']",happy order
REV_005370,ORD_006862,CUST_00897,REST_0007,5,Very happy with the order. The portion size was good. Everything arrived in good condition.,Positive,91,very happy with the order. the portion size was good. everything arrived in good condition.,very happy with the order the portion size was good everything arrived in good condition,"['very', 'happy', 'with', 'the', 'order', 'the', 'portion', 'size', 'was', 'good', 'everything', 'arrived', 'in', 'good', 'condition']","['happy', 'order', 'portion', 'size', 'good', 'everything', 'arrived', 'good', 'condition']","['happy', 'order', 'portion', 'size', 'good', 'everything', 'arrived', 'good', 'condition']",happy order portion size good everything arrived good condition
REV_005371,ORD_003794,CUST_00031,REST_0004,4,The meal was flavorful and satisfying. The packaging was neat.,Positive,62,the meal was flavorful and satisfying. the packaging was neat.,the meal was flavorful and satisfying the packaging was neat,"['the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'the', 'packaging', 'was', 'neat']","['meal', 'flavorful', 'satisfying', 'packaging', 'neat']","['meal', 'flavorful', 'satisfying', 'packaging', 'neat']",meal flavorful satisfying packaging neat
REV_005372,ORD_002909,CUST_00843,REST_0104,5,Great food and service. The food was fresh and tasty. The order arrived on time.,Positive,80,great food and service. the food was fresh and tasty. the order arrived on time.,great food and service the food was fresh and tasty the order arrived on time,"['great', 'food', 'and', 'service', 'the', 'food', 'was', 'fresh', 'and', 'tasty', 'the', 'order', 'arrived', 'on', 'time']","['great', 'food', 'service', 'food', 'fresh', 'tasty', 'order', 'arrived', 'time']","['great', 'food', 'service', 'food', 'fresh', 'tasty', 'order', 'arrived', 'time']",great food service food fresh tasty order arrived time
REV_005373,ORD_009800,CUST_00624,REST_0135,5,The food was prepared really well. The order arrived on time.,Positive,61,the food was prepared really well. the order arrived on time.,the food was prepared really well the order arrived on time,"['the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'order', 'arrived', 'on', 'time']","['food', 'prepared', 'really', 'well', 'order', 'arrived', 'time']","['food', 'prepared', 'really', 'well', 'order', 'arrived', 'time']",food prepared really well order arrived time
REV_005374,ORD_002422,CUST_01027,REST_0015,3,The experience was average. The taste was decent. Delivery was acceptable.,Neutral,74,the experience was average. the taste was decent. delivery was acceptable.,the experience was average the taste was decent delivery was acceptable,"['the', 'experience', 'was', 'average', 'the', 'taste', 'was', 'decent', 'delivery', 'was', 'acceptable']","['experience', 'average', 'taste', 'decent', 'delivery', 'acceptable']","['experience', 'average', 'taste', 'decent', 'delivery', 'acceptable']",experience average taste decent delivery acceptable
REV_005375,ORD_001201,CUST_01144,REST_0011,4,The food was delicious.,Positive,23,the food was delicious.,the food was delicious,"['the', 'food', 'was', 'delicious']","['food', 'delicious']","['food', 'delicious']",food delicious
REV_005376,ORD_002380,CUST_00296,REST_0131,4,The food was delicious. The food was prepared really well. The order arrived without any issues.,Positive,96,the food was delicious. the food was prepared really well. the order arrived without any issues.,the food was delicious the food was prepared really well the order arrived without any issues,"['the', 'food', 'was', 'delicious', 'the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['food', 'delicious', 'food', 'prepared', 'really', 'well', 'order', 'arrived', 'without', 'issues']","['food', 'delicious', 'food', 'prepared', 'really', 'well', 'order', 'arrived', 'without', 'issue']",food delicious food prepared really well order arrived without issue
REV_005377,ORD_000884,CUST_01272,REST_0173,3,It was a decent experience. The food quality was average. The order arrived around the expected time.,Neutral,101,it was a decent experience. the food quality was average. the order arrived around the expected time.,it was a decent experience the food quality was average the order arrived around the expected time,"['it', 'was', 'a', 'decent', 'experience', 'the', 'food', 'quality', 'was', 'average', 'the', 'order', 'arrived', 'around', 'the', 'expected', 'time']","['decent', 'experience', 'food', 'quality', 'average', 'order', 'arrived', 'around', 'expected', 'time']","['decent', 'experience', 'food', 'quality', 'average', 'order', 'arrived', 'around', 'expected', 'time']",decent experience food quality average order arrived around expected time
REV_005378,ORD_004924,CUST_00053,REST_0076,3,The food quality was average. Delivery was neither fast nor slow.,Neutral,65,the food quality was average. delivery was neither fast nor slow.,the food quality was average delivery was neither fast nor slow,"['the', 'food', 'quality', 'was', 'average', 'delivery', 'was', 'neither', 'fast', 'nor', 'slow']","['food', 'quality', 'average', 'delivery', 'neither', 'fast', 'slow']","['food', 'quality', 'average', 'delivery', 'neither', 'fast', 'slow']",food quality average delivery neither fast slow
REV_005379,ORD_008661,CUST_00575,REST_0119,4,The food was delicious. Everything tasted fresh. The driver delivered the order quickly.,Positive,88,the food was delicious. everything tasted fresh. the driver delivered the order quickly.,the food was delicious everything tasted fresh the driver delivered the order quickly,"['the', 'food', 'was', 'delicious', 'everything', 'tasted', 'fresh', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['food', 'delicious', 'everything', 'tasted', 'fresh', 'driver', 'delivered', 'order', 'quickly']","['food', 'delicious', 'everything', 'tasted', 'fresh', 'driver', 'delivered', 'order', 'quickly']",food delicious everything tasted fresh driver delivered order quickly
REV_005380,ORD_008571,CUST_01348,REST_0200,4,The food arrived hot and fresh. The driver delivered the order quickly.,Positive,71,the food arrived hot and fresh. the driver delivered the order quickly.,the food arrived hot and fresh the driver delivered the order quickly,"['the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['food', 'arrived', 'hot', 'fresh', 'driver', 'delivered', 'order', 'quickly']","['food', 'arrived', 'hot', 'fresh', 'driver', 'delivered', 'order', 'quickly']",food arrived hot fresh driver delivered order quickly
REV_005381,ORD_006448,CUST_00889,REST_0034,5,The food quality was excellent. The packaging was good.,Positive,55,the food quality was excellent. the packaging was good.,the food quality was excellent the packaging was good,"['the', 'food', 'quality', 'was', 'excellent', 'the', 'packaging', 'was', 'good']","['food', 'quality', 'excellent', 'packaging', 'good']","['food', 'quality', 'excellent', 'packaging', 'good']",food quality excellent packaging good
REV_005382,ORD_009396,CUST_00766,REST_0085,4,The portion size was good. The delivery was faster than expected.,Positive,65,the portion size was good. the delivery was faster than expected.,the portion size was good the delivery was faster than expected,"['the', 'portion', 'size', 'was', 'good', 'the', 'delivery', 'was', 'faster', 'than', 'expected']","['portion', 'size', 'good', 'delivery', 'faster', 'expected']","['portion', 'size', 'good', 'delivery', 'faster', 'expected']",portion size good delivery faster expected
REV_005383,ORD_009921,CUST_00309,REST_0173,5,The food quality was excellent. The delivery was smooth.,Positive,56,the food quality was excellent. the delivery was smooth.,the food quality was excellent the delivery was smooth,"['the', 'food', 'quality', 'was', 'excellent', 'the', 'delivery', 'was', 'smooth']","['food', 'quality', 'excellent', 'delivery', 'smooth']","['food', 'quality', 'excellent', 'delivery', 'smooth']",food quality excellent delivery smooth
REV_005384,ORD_000962,CUST_00109,REST_0019,5,Very satisfied with the order.,Positive,30,very satisfied with the order.,very satisfied with the order,"['very', 'satisfied', 'with', 'the', 'order']","['satisfied', 'order']","['satisfied', 'order']",satisfied order
REV_005385,ORD_002656,CUST_00946,REST_0091,4,The portion size was good. Delivery was quick.,Positive,46,the portion size was good. delivery was quick.,the portion size was good delivery was quick,"['the', 'portion', 'size', 'was', 'good', 'delivery', 'was', 'quick']","['portion', 'size', 'good', 'delivery', 'quick']","['portion', 'size', 'good', 'delivery', 'quick']",portion size good delivery quick
REV_005386,ORD_000883,CUST_00082,REST_0185,3,It was an average order. The food quality was average. Delivery was neither fast nor slow.,Neutral,90,it was an average order. the food quality was average. delivery was neither fast nor slow.,it was an average order the food quality was average delivery was neither fast nor slow,"['it', 'was', 'an', 'average', 'order', 'the', 'food', 'quality', 'was', 'average', 'delivery', 'was', 'neither', 'fast', 'nor', 'slow']","['average', 'order', 'food', 'quality', 'average', 'delivery', 'neither', 'fast', 'slow']","['average', 'order', 'food', 'quality', 'average', 'delivery', 'neither', 'fast', 'slow']",average order food quality average delivery neither fast slow
REV_005387,ORD_008144,CUST_00913,REST_0049,4,Loved the overall experience. The meal was flavorful and satisfying. The order arrived on time.,Positive,95,loved the overall experience. the meal was flavorful and satisfying. the order arrived on time.,loved the overall experience the meal was flavorful and satisfying the order arrived on time,"['loved', 'the', 'overall', 'experience', 'the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'the', 'order', 'arrived', 'on', 'time']","['loved', 'overall', 'experience', 'meal', 'flavorful', 'satisfying', 'order', 'arrived', 'time']","['loved', 'overall', 'experience', 'meal', 'flavorful', 'satisfying', 'order', 'arrived', 'time']",loved overall experience meal flavorful satisfying order arrived time
REV_005388,ORD_003710,CUST_00867,REST_0095,4,Everything tasted great. The delivery was smooth.,Positive,49,everything tasted great. the delivery was smooth.,everything tasted great the delivery was smooth,"['everything', 'tasted', 'great', 'the', 'delivery', 'was', 'smooth']","['everything', 'tasted', 'great', 'delivery', 'smooth']","['everything', 'tasted', 'great', 'delivery', 'smooth']",everything tasted great delivery smooth
